,item_id,titles
519,519,Isekai wa Smartphone to Tomo ni.
520,520,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria
521,521,Kekkai Sensen & Beyond
522,522,Final Fantasy VII: Advent Children
523,523,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?
524,524,Tsubasa Chronicle
525,525,Detective Conan
526,526,"Golden Boy  OVA (6 eps)  Oct 1995 - Jun 1996  161,697 members"
527,527,Working'!!
528,528,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru
529,529,Renai Boukun
530,530,Fate/stay night: Unlimited Blade Works - Prologue
531,531,Kanokon
532,532,Mangaka-san to Assistant-san to The Animation
533,533,Sidonia no Kishi
534,534,Taimadou Gakuen 35 Shiken Shoutai
535,535,Koi to Uso
536,536,Amaama to Inazuma
537,537,Mahoutsukai no Yome: Hoshi Matsu Hito
538,538,Omamori Himari
539,539,World Trigger
540,540,Hayate no Gotoku!
541,541,Haibane Renmei
542,542,Berserk
543,543,Quanzhi Gaoshou
544,544,K-On! Movie
545,545,Seiken Tsukai no World Break
546,546,Megalo Box
547,547,Gyakkyou Burai Kaiji: Ultimate Survivor
548,548,"Bokura ga Ita  TV (26 eps)  Jul 2006 - Dec 2006  156,122 members"
549,549,Ghost Hunt
550,550,Kamisama no Inai Nichiyoubi
551,551,Ping Pong The Animation
552,552,Diabolik Lovers
553,553,Binbougami ga!
554,554,Mayoiga
555,555,Ghost in the Shell: Stand Alone Complex 2nd GIG
556,556,Juuni Taisen
557,557,Girls & Panzer
558,558,Dance in the Vampire Bund
559,559,Soredemo Sekai wa Utsukushii
560,560,"Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!  Movie (1 eps)  Aug 2004 - Aug 2004  152,849 members"
561,561,Taboo Tattoo
562,562,"Kino no Tabi: The Beautiful World  TV (13 eps)  Apr 2003 - Jul 2003  152,663 members"
563,563,Canaan
564,564,Umineko no Naku Koro ni
565,565,Mushishi Zoku Shou
566,566,Medaka Box
567,567,Witch Craft Works
568,568,Zoku Natsume Yuujinchou
569,569,Sakura Trick
570,570,Flying Witch
571,571,07-Ghost
572,572,Sekirei: Pure Engagement
573,573,Rozen Maiden
574,574,"One Punch Man: Road to Hero  OVA (1 eps)  Dec 2015 - Dec 2015  150,647 members"
575,575,"Mirai Nikki  OVA (1 eps)  Dec 2010 - Dec 2010  150,637 members"
576,576,Fate/kaleid liner PrismaâIllya
577,577,Ao no Exorcist Movie
578,578,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen
579,579,Watashi ga Motete Dousunda
580,580,Digimon Adventure 02
581,581,Junjou Romantica
582,582,Maken-Ki!
583,583,Kizumonogatari II: Nekketsu-hen
584,584,Karakai Jouzu no Takagi-san
585,585,Shouwa Genroku Rakugo Shinjuu
586,586,Houseki no Kuni
587,587,Kamisama Hajimemashitaâ
588,588,"Kokoro Connect: Michi Random  Special (4 eps)  Nov 2012 - Dec 2012  147,759 members"
589,589,Mobile Suit Gundam 00
590,590,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu
591,591,Kantai Collection: KanColle
592,592,Hinamatsuri
593,593,"BlackâRock Shooter (OVA)  OVA (1 eps)  Jul 2010 - Jul 2010  146,258 members"
594,594,Okusama ga Seitokaichou!
595,595,Kara no Kyoukai 2: Satsujin Kousatsu (Zen)
596,596,True Tears
597,597,Shugo Chara!
598,598,Mahou Sensou
599,599,Akagami no Shirayuki-hime 2nd Season
600,600,D.N.Angel
601,601,Love Live! School Idol Project 2nd Season
602,602,Sakasama no Patema
603,603,Busou Shoujo Machiavellianism
604,604,Black Lagoon: Roberta's Blood Trail
605,605,Kara no Kyoukai 5: Mujun Rasen
606,606,Natsume Yuujinchou San
607,607,K: Missing Kings
608,608,Planetes
609,609,Kizumonogatari III: Reiketsu-hen
610,610,Fuuka
611,611,"Naruto: Shippuuden Movie 1  Movie (1 eps)  Aug 2007 - Aug 2007  142,914 members"
612,612,Overlord III
613,613,Ryuugajou Nanana no Maizoukin
614,614,Tiger & Bunny
615,615,"Seitokai Yakuindomo*  TV (13 eps)  Jan 2014 - Mar 2014  141,848 members"
616,616,Joker Game
617,617,Karigurashi no Arrietty
618,618,Ajin 2nd Season
619,619,Psycho-Pass Movie
620,620,"Bokusatsu Tenshi Dokuro-chan  OVA (4 eps)  Mar 2005 - Sep 2005  140,531 members"
621,621,Zero kara Hajimeru Mahou no Sho
622,622,Fate/stay night Movie: Unlimited Blade Works
623,623,Just Because!
624,624,Aoharu x Kikanjuu
625,625,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer  Special (1 eps)  Apr 2005 - Apr 2005  139,242 members"
626,626,Nazo no Kanojo X
627,627,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie
628,628,Ranma Â½
629,629,Asu no Yoichi!
630,630,Kara no Kyoukai 3: Tsuukaku Zanryuu
631,631,"Kumo no Mukou, Yakusoku no Basho"
632,632,Karneval (TV)
633,633,Myself; Yourself
634,634,Detroit Metal City
635,635,InuYasha: Kanketsu-hen
636,636,Kuragehime
637,637,Death Billiards
638,638,"High School DxD OVA  OVA (2 eps)  Sep 2012 - May 2013  136,817 members"
639,639,Natsume Yuujinchou Shi
640,640,Seirei no Moribito
641,641,Gankutsuou
642,642,Terra Formars
643,643,Gatchaman Crowds
644,644,Chrome Shelled Regios
645,645,Seitokai no Ichizon
646,646,Punch Line
647,647,Sora yori mo Tooi Basho
648,648,Arcana Famiglia
649,649,White Album 2
650,650,Mimi wo Sumaseba
651,651,Kokoro ga Sakebitagatterunda.
652,652,SKET Dance
653,653,Trinity Blood
654,654,Occultic;Nine
655,655,"Princess Lover!  TV (12 eps)  Jul 2009 - Sep 2009  133,854 members"
656,656,Jitsu wa Watashi wa
657,657,Robotics;Notes
658,658,Nanbaka
659,659,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru
660,660,Saenai Heroine no Sodatekata â­
661,661,Kuusen Madoushi Kouhosei no Kyoukan
662,662,Ginga Eiyuu Densetsu
663,663,Mononoke
664,664,High School DxD Hero
665,665,.hack//Sign
666,666,Kara no Kyoukai 4: Garan no Dou
667,667,Uta noâPrince-samaâª Maji Love 1000%
668,668,Gunslinger Girl
669,669,Texhnolyze
670,670,Naruto: Shippuuden Movie 6 - Road to Ninja
671,671,"Hajime no Ippo: New Challenger  TV (26 eps)  Jan 2009 - Jul 2009  131,092 members"
672,672,"Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials  ONA (4 eps)  Feb 2011 - May 2011  130,659 members"
673,673,One Punch Man Specials
674,674,Tamako Love Story
675,675,Working!!!
676,676,"Pokemon: Mewtwo no Gyakushuu  Movie (1 eps)  Jul 1998 - Jul 1998  130,152 members"
677,677,Kono Subarashii Sekai ni Shukufuku wo! OVA
678,678,Gintama': Enchousen
679,679,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Getsâ¥Sareta Ken"
680,680,Yuru Campâ³
681,681,Kono Bijutsubu ni wa Mondai ga Aru!
682,682,"Tokyo Godfathers  Movie (1 eps)  Aug 2003 - Aug 2003  129,339 members"
683,683,Ballroom e Youkoso
684,684,Yowamushi Pedal
685,685,Shingeki no Bahamut: Virgin Soul
686,686,Satsuriku no Tenshi
687,687,Naruto: Shippuuden Movie 2 - Kizuna
688,688,Ushio to Tora (TV)
689,689,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen
690,690,CÂ³
691,691,Basilisk: Kouga Ninpou Chou
692,692,Busou Renkin
693,693,Gochuumon wa Usagi desu ka?
694,694,Dog Days
695,695,Big Order (TV)
696,696,Hitsugi no Chaika: Avenging Battle
697,697,Tenjou Tenge
698,698,Tonari no Seki-kun
699,699,"Ladies versus Butlers!  TV (12 eps)  Jan 2010 - Mar 2010  127,059 members"
700,700,"Karin  TV (24 eps)  Nov 2005 - May 2006  127,008 members"
701,701,Minami-ke
702,702,"Kono Naka ni Hitori, Imouto ga Iru!"
703,703,Devil Survivor 2 The Animation
704,704,Koi to Senkyo to Chocolate
705,705,Imouto sae Ireba Ii.
706,706,Owarimonogatari 2nd Season
707,707,Nabari no Ou
708,708,Papa no Iukoto wo Kikinasai!
709,709,Rewrite
710,710,Kareshi Kanojo no Jijou
711,711,Servamp
712,712,Last Exile
713,713,Neon Genesis Evangelion: Death & Rebirth
714,714,Sekaiichi Hatsukoi
715,715,Masou Gakuen HxH
716,716,Genshiken
717,717,Asobi ni Iku yo!
718,718,Kara no Kyoukai 7: Satsujin Kousatsu (Kou)
719,719,Shoujo Shuumatsu Ryokou
720,720,ef: A Tale of Melodies.
721,721,Mushishi Zoku Shou 2nd Season
722,722,Eve no Jikan
723,723,Mnemosyne: Mnemosyne no Musume-tachi
724,724,Neko no Ongaeshi
725,725,"Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!  Movie (1 eps)  Aug 2005 - Aug 2005  123,280 members"
726,726,Shinryaku! Ika Musume
727,727,To LOVE-Ru Darkness 2nd
728,728,Soul Eater NOT!
729,729,Love Stage!!
730,730,Handa-kun
731,731,Plastic Neesan
732,732,Hyakka Ryouran: Samurai Girls
733,733,"Durarara!! Specials  Special (2 eps)  Aug 2010 - Feb 2011  122,923 members"
734,734,Jinrui wa Suitai Shimashita
735,735,Mariaâ Holic
736,736,"Baccano! Specials  Special (3 eps)  Feb 2008 - May 2008  122,648 members"
737,737,"Initial D First Stage  TV (26 eps)  Apr 1998 - Dec 1998  122,642 members"
738,738,Pokemon: The Origin
739,739,Higashi no Eden Movie I: The King of Eden
740,740,Aoi Bungaku Series
741,741,Digimon Tamers
742,742,"YuâGiâOh!  TV (27 eps)  Apr 1998 - Oct 1998  121,597 members"
743,743,Kaze Tachinu
744,744,Gungrave
745,745,Servant x Service
746,746,Tokyo ESP
747,747,Dragon Crisis!
748,748,One Outs
749,749,Seikoku no Dragonar
750,750,Higurashi no Naku Koro ni Rei
751,751,OnegaiâTeacher
752,752,New Game!!
753,753,Slam Dunk
754,754,Kyoukaisenjou no Horizon
755,755,Shuumatsu no Izetta
756,756,Isekai Maou to Shoukan Shoujo no Dorei Majutsu
757,757,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
758,758,Bleach Movie 4: Jigoku-hen
759,759,Romeo x Juliet
760,760,Hataraku Saibou
761,761,One Piece Film: Strong World
762,762,Mahou Shoujo MadokaâMagica Movie 1: Hajimari no Monogatari
763,763,Kakumeiki Valvrave
764,764,Kara no Kyoukai 6: Boukyaku Rokuon
765,765,"Tengen Toppa Gurren Lagann Movie 2: Lagann-hen  Movie (1 eps)  Apr 2009 - Apr 2009  118,509 members"
766,766,Gugure! Kokkuri-san
767,767,Strike Witches
768,768,Chihayafuru 2
769,769,Glasslip
770,770,"Tokyo Ghoul: ""Jack"""
771,771,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita
772,772,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA
773,773,Clannad Movie
774,774,Mahou Shoujo MadokaâMagica Movie 2: Eien no Monogatari
775,775,Aku no Hana
776,776,Sengoku Basara
777,777,Naruto: Shippuuden Movie 4 - The Lost Tower
778,778,Hoshi wo Ou Kodomo
779,779,Mobile Suit Gundam SEED
780,780,Love Lab
781,781,Rail Wars!
782,782,"Kill la Kill Specials  Special (2 eps)  Sep 2014 - Sep 2014  115,258 members"
783,783,Utawarerumono
784,784,One Piece Film: Z
785,785,GJ-bu
786,786,Another: The Other - Inga
787,787,Fullmetal Alchemist: The Sacred Star of Milos
788,788,Aa! Megami-sama! (TV)
789,789,Hakuouki
790,790,"Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!  Movie (1 eps)  Aug 2006 - Aug 2006  113,710 members"
791,791,Grisaia no Meikyuu: Caprice no Mayu 0
792,792,Hoshizora e Kakaru Hashi
793,793,Diamond no Ace
794,794,Haiyore! Nyaruko-san W
795,795,Cross Ange: Tenshi to Ryuu no Rondo
796,796,Berserk: Ougon Jidai-hen I - Haou no Tamago
797,797,D.Gray-man Hallow
798,798,"Death Note: Rewrite  Special (2 eps)  Aug 2007 - Aug 2008  112,697 members"
799,799,Yuru Yuriâªâª
800,800,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me
801,801,Divine Gate
802,802,Tsuritama
803,803,Fairy Tail Movie 1: Houou no Miko
804,804,Kuroshitsuji: Book of Murder
805,805,Akaneiro ni Somaru Saka
806,806,"Kannagi  TV (13 eps)  Oct 2008 - Dec 2008  111,415 members"
807,807,Kimi to Boku.
808,808,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen
809,809,"Macross F  TV (25 eps)  Apr 2008 - Sep 2008  111,007 members"
810,810,Kiniro Mosaic
811,811,Jormungand: Perfect Order
812,812,Flip Flappers
813,813,"School Rumble Ni Gakki  TV (26 eps)  Apr 2006 - Sep 2006  110,655 members  Manga Store  Volume 1  $10.99 Preview"
814,814,Shingetsutan Tsukihime
815,815,Seiken no Blacksmith
816,816,Ousama Game The Animation
817,817,Junjou Romantica 2
818,818,Pupa
819,819,Midori no Hibi
820,820,Ghost in the Shell 2: Innocence
821,821,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
822,822,Rokujouma no Shinryakusha!?
823,823,So Ra No Wo To
824,824,Tennis no Ouji-sama
825,825,"Noragami Aragoto OVA  OVA (2 eps)  Nov 2015 - Mar 2016  109,744 members  Manga Store  Volume 1  $10.99 Preview"
826,826,Eyeshield 21
827,827,Kobato.
828,828,Koi wa Ameagari no You ni
829,829,Fairy Tail OVA
830,830,Aoki Hagane no Arpeggio: Ars Nova
831,831,Shoujo Kakumei Utena
832,832,Gantz 2nd Stage
833,833,Yamato Nadeshiko Shichihengeâ¥
834,834,Paradise Kiss
835,835,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono
836,836,Zombie-Loan
837,837,Isekai no Seikishi Monogatari
838,838,Hajime no Ippo: Rising
839,839,Subete ga F ni Naru: The Perfect Insider
840,840,DearS
841,841,Poputepipikku
842,842,Hoshi no Koe
843,843,Prince of Stride: Alternative
844,844,"High School DxD Specials  Special (6 eps)  Mar 2012 - Aug 2012  107,177 members"
845,845,Seiren
846,846,"Denpa-teki na Kanojo  OVA (2 eps)  Feb 2009 - Dec 2009  106,890 members"
847,847,Kanojo ga Flag wo Oraretara
848,848,Freezing Vibration
849,849,Michiko to Hatchin
850,850,YuâGiâOh!: Duel Monsters GX
851,851,Kimi ga Nozomu Eien
852,852,Ikkitousen
853,853,Needless
854,854,Uchouten Kazoku
855,855,Little Witch Academia: Mahoujikake no Parade
856,856,Yumekui Merry
857,857,The iDOLM@STER
858,858,UN-GO
859,859,Naruto: Shippuuden Movie 5 - Blood Prison
860,860,"Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu  OVA (1 eps)  Apr 2009 - Apr 2009  105,137 members"
861,861,Mobile Suit Gundam: Iron-Blooded Orphans
862,862,Mobile Suit Gundam Wing
863,863,Nourin
864,864,"Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel  Special (1 eps)  Jun 2013 - Jun 2013  104,790 members"
865,865,"To LOVE-Ru OVA  OVA (6 eps)  Apr 2009 - Apr 2010  104,782 members"
866,866,Selector Infected WIXOSS
867,867,Higashi no Eden Movie II: Paradise Lost
868,868,Arakawa Under the Bridge x Bridge
869,869,Brave 10
870,870,Dantalian no Shoka
871,871,Bokurano
872,872,Mobile Suit Gundam 00 Second Season
873,873,Re:â£Hamatora
874,874,Carnival Phantasm
875,875,DRAMAtical Murder
876,876,Casshern Sins
877,877,"Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita  Special (1 eps)  Mar 2008 - Mar 2008  103,529 members"
878,878,Knight's & Magic
879,879,Kurenai no Buta
880,880,"Jigoku Shoujo Futakomori  TV (26 eps)  Oct 2006 - Apr 2007  103,346 members"
881,881,Grancrest Senki
882,882,Berserk: Ougon Jidai-hen III - Kourin
883,883,Choujigen Game Neptune The Animation
884,884,Tari Tari
885,885,Uchuu Kyoudai
886,886,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga."
887,887,Mashiro-iro Symphony: The Color of Lovers
888,888,Junketsu no Maria
889,889,Nijiiro Days
890,890,Tenkuu no Escaflowne
891,891,Hibike! Euphonium 2
892,892,Girls Bravo: First Season
893,893,Omoide no Marnie
894,894,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku
895,895,Kyousou Giga (TV)
896,896,Osomatsu-san
897,897,Nurarihyon no Mago: Sennen Makyou
898,898,Pokemon: Maboroshi no Pokemon Lugia Bakutan
899,899,Persona 5 the Animation
900,900,Loveless
901,901,Koyomimonogatari
902,902,3-gatsu no Lion 2nd Season
903,903,Ao no Kanata no Four Rhythm
904,904,Brothers Conflict
905,905,Dragon Ball Z Movie 14: Kami to Kami
906,906,Princess Principal
907,907,Saint Seiya
908,908,Gintama.
909,909,Tada-kun wa Koi wo Shinai
910,910,Aria The Animation
911,911,Little Busters!: Refrain
912,912,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken
913,913,"Mahou Sensei Negima!  TV (26 eps)  Jan 2005 - Jun 2005  98,237 members  Manga Store  Omnibus 1  $19.99 Preview"
914,914,Dennou Coil
915,915,Seihou Bukyou Outlaw Star
916,916,Himouto! Umaru-chan R
917,917,"Bounen no Xamdou  ONA (26 eps)  Jul 2008 - Feb 2009  97,817 members"
918,918,Date A Live: Date to Date
919,919,Digimon Frontier
920,920,Nogizaka Haruka no Himitsu
921,921,Amagami SS+ Plus
922,922,LuckyâStar: Original na Visual to Animation
923,923,"Deadman Wonderland: Akai Knife Tsukai  OVA (1 eps)  Oct 2011 - Oct 2011  97,159 members"
924,924,Non Non Biyori Repeat
925,925,Sword Art Online: Alicization
926,926,Senjou no Valkyria
927,927,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
928,928,Shinreigari: Ghost Hound
929,929,Joukamachi no Dandelion
930,930,Heavy Object
931,931,"Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero  Special (1 eps)  Dec 2015 - Dec 2015  96,398 members"
932,932,"Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!  OVA (1 eps)  Jul 2017 - Jul 2017  96,341 members"
933,933,Clockwork Planet
934,934,Isekai Shokudou
935,935,"Princess Tutu  TV (38 eps)  Aug 2002 - May 2003  96,114 members"
936,936,Sabage-bu!
937,937,Astarotte no Omocha!
938,938,"Ore, Twintail ni Narimasu."
939,939,Samurai Flamenco
940,940,Sekai Seifuku: Bouryaku no Zvezda
941,941,Shinrei Tantei Yakumo
942,942,Mayoi Neko Overrun!
943,943,Kokkoku
944,944,B: The Beginning
945,945,"Toradora!: Bentou no Gokui  Special (1 eps)  Dec 2011 - Dec 2011  94,803 members"
946,946,Pokemon: Kesshoutou no Teiou Entei
947,947,Itsuka Tenma no Kuro Usagi
948,948,Denpa Kyoushi
949,949,Final Fantasy VII: Advent Children Complete
